Screen ID,Unit ID,Screen name,Screen latitude,Screen longitude,Screen width (px),Screen height (px),Screen network,Site ID,Site name,Site location (city),Site region (state),Publisher,Venue type,Blocked IAB category,Spot length,Min spot length,Max spot length,Allowed languages,Country,Allow Image,Allow Video,Aspect Ratio,Dimensions (W x H),Media owner,Orientation,Physical screen count,Zip code
Ka0698,18738245,Buangkok Sq_(E),1.3838,103.882,1920,1080,Shopping Mall,Buangkok Square,Buangkok Square,Trafalgar,North-East Region,Focus Media SG,Retail > Mall,"IAB8,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,English,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0261,18738426,Rochester Mall (M) 1,1.30528,103.78839,1920,1080,Shopping Mall,Rochester Mall,Rochester Mall,One North,Central Region,Focus Media SG,Retail > Mall,"IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,10,120,English,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0262,18738427,Rochester Mall (M) 2,1.30528,103.78839,1920,1080,Shopping Mall,Rochester Mall,Rochester Mall,One North,Central Region,Focus Media SG,Retail > Mall,"IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,10,120,English,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0197,18771113,Junction 8 SC_(N),1.35032,103.84862,1920,1080,Shopping Mall,Junction 8 Shopping Centre,Junction 8 Shopping Centre,Bishan East,Central Region,Focus Media SG,Retail > Mall,"IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,10,120,English,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0198,18771179,Broadway Plaza(M)_(N),1.37201,103.84603,1920,1080,Shopping Mall,Broadway Plaza,Broadway Plaza,Ang Mo Kio Town Centre,North-East Region,Focus Media SG,Retail > Mall,"IAB23,IAB24,IAB25,IAB26",10,5,64,English,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0265,18771180,Dijitsun Mall (M)_(N),1.37288,103.84767,1920,1080,Shopping Mall,Djitsun Mall,Djitsun Mall,Ang Mo Kio Town Centre,North-East Region,Focus Media SG,Retail > Mall,"IAB7-1,IAB22,IAB23,IAB24,IAB25,IAB26",10,10,120,English,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0178,18773003,Marina Ctry Club(MB)_(N),1.41594,103.89926,1920,1080,Shopping Mall,Marina Country Club,Marina Country Club,Northshore,North-East Region,Focus Media SG,Retail > Mall,"IAB6-3,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
696563164,19733798,Bedok Town Square LED,1.3255,103.93021,1920,1000,SPHMBO Network,Bedok Town Square,Bedok Town Square,Bedok North,East Region,SPH Media SG,Outdoor > Billboards,,30,10,30,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1000,NA,NA,NA,NA
Ka0781,19741664,Bedok Mall-RN1,1.32467,103.92941,1920,1080,Shopping Mall,Bedok Mall,Bedok Mall,Bedok North,East Region,Focus Media SG,Retail > Mall,"IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0782,19741665,Bedok Mall-RN2,1.32467,103.92941,1920,1080,Shopping Mall,Bedok Mall,Bedok Mall,Bedok North,East Region,Focus Media SG,Retail > Mall,"IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0783,19741666,Bedok Mall-RN3,1.32467,103.92941,1920,1080,Shopping Mall,Bedok Mall,Bedok Mall,Bedok North,East Region,Focus Media SG,Retail > Mall,"IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0784,19741667,Bedok Mall-RN4,1.32467,103.92941,1920,1080,Shopping Mall,Bedok Mall,Bedok Mall,Bedok North,East Region,Focus Media SG,Retail > Mall,"IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0785,19741668,Bedok Mall-RN5,1.32467,103.92941,1920,1080,Shopping Mall,Bedok Mall,Bedok Mall,Bedok North,East Region,Focus Media SG,Retail > Mall,"IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka0786,19741669,Bedok Mall-RN6,1.32467,103.92941,1920,1080,Shopping Mall,Bedok Mall,Bedok Mall,Bedok North,East Region,Focus Media SG,Retail > Mall,"IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka1087,20944351,WWP Boardwalk Banner,1.40643,103.90201,2304,512,Shopping Mall,WWP Boardwalk LED,WWP Boardwalk LED,Punggol Town Centre,North-East Region,Focus Media SG,Retail > Mall > Concourse,"IAB5,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,2304 x 512,NA,NA,NA,NA
806389979,21038378,The Star Vista,1.306807,103.785825,1920,1080,8 Mall Network,bb03115d-8911-40c2-beba-eef5b80fca14,The StarVista,One North,Central Region,MediaCorp SG,Retail > Mall > Spectacular,,15,5,210,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka1134,21124154,WWP Broadwalk TVC,1.40643,103.90201,1920,1080,Shopping Mall,WWP Boardwalk LED,WWP Boardwalk LED,Punggol Town Centre,North-East Region,Focus Media SG,Retail > Mall > Concourse,"IAB5,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
SA_BST_A_TF_62059,21198363,SA_BST_A_TF_62059_Upper Paya Lebar Road_160 Hougang St. 11,1.35179,103.87857,2160,3840,Bus Shelters,SA_BST_62059_A,SA_BST_62059_A,Lorong Ah Soo,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_66379,21198364,SA_BST_A_TF_66379_Hougang Ave 8_Block 206,1.35339,103.87285,2160,3840,Bus Shelters,SA_BST_66379_A,SA_BST_66379_A,Serangoon Central,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_54247,21198365,SA_BST_A_TF_54247_Ang Mo Kio Avenue 3_Block 322,1.36873,103.84719,2160,3840,Bus Shelters,SA_BST_54247_A,SA_BST_54247_A,Townsville,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_53381,21198366,SA_BST_A_TF_53381_Bishan St 22_Bishan Nth Shop Mall,1.3583,103.84496,2160,3840,Bus Shelters,SA_BST_53381_A,SA_BST_53381_A,Marymount,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_28649,21198370,SA_BST_A_TF_28649_Toh Guan Road_Block 286A,1.33901,103.74603,2160,3840,Bus Shelters,SA_BST_28649_A,SA_BST_28649_A,Toh Guan,West Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_28659,21198371,SA_BST_C_TF_28659_Toh Guan Rd_IMM Bldg,1.33451,103.74767,2160,3840,Bus Shelters,SA_BST_28659_C,SA_BST_28659_C,Toh Guan,West Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_28301,21198372,SA_BST_A_TF_28301_Jurong Gateway Rd_Blk 131,1.33473,103.7403,2160,3840,Bus Shelters,SA_BST_28301_A,SA_BST_28301_A,Jurong Gateway,West Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_54359,21198380,SA_BST_C_TF_54359_Ang Mo Kio Avenue 5_Block 502,1.37615,103.84999,2160,3840,Bus Shelters,SA_BST_54359_C,SA_BST_54359_C,Cheng San,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_11401,21198383,SA_BST_C_TF_11401_Holland Ave_Holland V Stn/Blk 12,1.30906,103.79496,2160,3840,Bus Shelters,SA_BST_11401_C,SA_BST_11401_C,Holland Drive,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_11361,21198385,SA_BST_A_TF_11361_North Buona Vista Rd_Buona Vista Stn Exit C,1.3065,103.79054,2160,3840,Bus Shelters,SA_BST_11361_A,SA_BST_11361_A,One North,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_76229,21198400,SA_BST_C_TF_76229_Tampines Ave 7_Opposite Tampines East MRT Station,1.35613,103.95349,2160,3840,Bus Shelters,SA_BST_76229_C,SA_BST_76229_C,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_62131,21198402,SA_BST_A_TF_62131_Upper Serangoon Rd_S'goon Stn Exit H,1.34911,103.87295,2160,3840,Bus Shelters,SA_BST_62131_A,SA_BST_62131_A,Serangoon Central,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_53399,21198407,SA_BST_A_TF_53399_Bishan St 22_Blk 202,1.35464,103.84701,2160,3840,Bus Shelters,SA_BST_53399_A,SA_BST_53399_A,Marymount,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_11419,21198411,SA_BST_C_TF_11419_Holland Ave_Holland V Stn Exit A,1.3114,103.79607,2160,3840,Bus Shelters,SA_BST_11419_C,SA_BST_11419_C,Leedon Park,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_84031,21198421,SA_BST_A_TF_84031_New upper Changi Rd_Bedok Stn Exit B,1.32428,103.93003,2160,3840,Bus Shelters,SA_BST_84031_A,SA_BST_84031_A,Bedok North,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_84039,21198438,SA_BST_C_TF_84039_New Upp Changi Rd_Bedok Stn Exit A,1.32353,103.92886,2160,3840,Bus Shelters,SA_BST_84039_C,SA_BST_84039_C,Frankel,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A-Parallel_TF_11161,21198449,SA_BST_A_TF_11161_C'wealth Ave_C'Wealth Stn Exit A/D,1.30206,103.79835,2160,3840,Bus Shelters,SA_BST_11161_A-Parallel,SA_BST_11161_A-Parallel,Tanglin Halt,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_66371,21198451,SA_BST_A_TF_66371_S'goon Ctrl_Blk 261,1.35383,103.87266,2160,3840,Bus Shelters,SA_BST_66371_A,SA_BST_66371_A,Serangoon Central,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_19019,21198457,SA_BST_A_TF_19019_C'wealth Ave West_Blk 27,1.30808,103.78471,2160,3840,Bus Shelters,SA_BST_19019_A,SA_BST_19019_A,Ghim Moh,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_66351,21198458,SA_BST_A_TF_66351_Serangoon Central_S'goon Stn Exit E,1.35049,103.87324,2160,3840,Bus Shelters,SA_BST_66351_A,SA_BST_66351_A,Serangoon Central,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_28651,21198460,SA_BST_C_TF_28651_Toh Guan Rd_Opp IMM Bldg,1.33515,103.74794,2160,3840,Bus Shelters,SA_BST_28651_C,SA_BST_28651_C,Toh Guan,West Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6055,21208969,DTL_Tampines _ Concourse_1 (DTL-TAM-C1),1.355025,103.943994,2160,3840,Moove Dynamic Rail - Train Stations,ds6055,Tampines,Tampines East,East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6087,21208970,DTL_Tampines _ Concourse_2 (DTL-TAM-C2),1.355025,103.943994,2160,3840,Moove Dynamic Rail - Train Stations,ds6087,Tampines,Tampines East,East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6024,21208971,DTL_Tampines East _ Concourse_1 (DTL-TPE-C1),1.356587,103.954685,2160,3840,Moove Dynamic Rail - Train Stations,ds6024,Tampines East,Tampines East,East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6058,21208972,DTL_Tampines East _ Concourse_2 (DTL-TPE-C2),1.356587,103.954685,2160,3840,Moove Dynamic Rail - Train Stations,ds6058,Tampines East,Tampines East,East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6078,21208976,LRT_Punggol _ Platform_1 (LRT-PGL-P1),1.405169,103.902356,2160,3840,Moove Dynamic Rail - Train Stations,ds6078,Punggol,Matilda,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6110,21208979,NEL_Buangkok _ Concourse_1 (NEL-BGK-C1),1.383063,103.893748,2160,3840,Moove Dynamic Rail - Train Stations,ds6110,Buangkok,Compassvale,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6105,21208980,NEL_Buangkok _ Concourse_2 (NEL-BGK-C2),1.383063,103.893347,2160,3840,Moove Dynamic Rail - Train Stations,ds6105,Buangkok,Compassvale,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6043,21209013,NEL_Punggol _ Concourse_1 (NEL-PGL-C1),1.405169,103.902356,2160,3840,Moove Dynamic Rail - Train Stations,ds6043,Punggol,Matilda,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6020,21209014,NEL_Sengkang _ Concourse_1 (NEL-SKG-C1),1.39166,103.895475,2160,3840,Moove Dynamic Rail - Train Stations,ds6020,Sengkang,Sengkang Town Centre,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6070,21209015,NEL_Sengkang _ Concourse_2 (NEL-SKG-C2),1.39166,103.895475,2160,3840,Moove Dynamic Rail - Train Stations,ds6070,Sengkang,Sengkang Town Centre,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6080,21209016,NEL_Sengkang _ Concourse_3 (NEL-SKG-C3),1.39166,103.895475,2160,3840,Moove Dynamic Rail - Train Stations,ds6080,Sengkang,Sengkang Town Centre,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6036,21209017,NEL_Sengkang _ Platform_1 (NEL-SKG-P1),1.39166,103.895475,2160,3840,Moove Dynamic Rail - Train Stations,ds6036,Sengkang,Sengkang Town Centre,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6062,21209018,NEL_Serangoon _ Concourse_1 (NEL-SER-C1),1.349965,103.873433,2160,3840,Moove Dynamic Rail - Train Stations,ds6062,Serangoon,Serangoon Central,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6034,21209019,NEL_Serangoon _ Concourse_2 (NEL-SER-C2),1.349965,103.873433,2160,3840,Moove Dynamic Rail - Train Stations,ds6034,Serangoon,Serangoon Central,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6069,21209020,NEL_Serangoon _ Concourse_3 (NEL-SER-C3),1.349965,103.873433,2160,3840,Moove Dynamic Rail - Train Stations,ds6069,Serangoon,Serangoon Central,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6045,21209021,NEL_Serangoon _ Platform_1 (NEL-SER-P1),1.349965,103.873433,2160,3840,Moove Dynamic Rail - Train Stations,ds6045,Serangoon,Serangoon Central,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6112,21213384,DTL_Tampines _ Concourse_3 (DTL-TAM-C3),1.355025,103.943994,2160,3840,Moove Dynamic Rail - Train Stations,ds6112,Tampines,Tampines East,East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6124,21218359,DTL_Tampines West _ Concourse_1 (DTL-TPW-C1),1.345599,103.938226,2160,3840,Moove Dynamic Rail - Train Stations,ds6124,Tampines West,Tampines West,East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6115,21218402,NEL_Punggol Coast _ Platform_1 (NEL-PGC-P1),1.41528,103.9102,2160,3840,Moove Dynamic Rail - Train Stations,ds6115,Punggol Coast,Northshore,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
ds6102,21218403,NEL_Punggol Coast _ Concourse_1 (NEL-PGC-UC1),1.41528,103.9102,2160,3840,Moove Dynamic Rail - Train Stations,ds6102,Punggol Coast,Northshore,North-East Region,Moove Media SG,Transit > Train Stations > Train,,15,15,15,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
cab_zone_1,21291015,Bedok,1.324047,103.928409,960,240,Moove Dynamic Cab,cab_zone_1,Dynamic Cab - Zone 1,Bedok North,East Region,Moove Media SG,Transit > Taxi & Rideshare Top,,15,5,15,All / Universal,SG Breakdown B2,NA,NA,NA,960 x 240,NA,NA,NA,NA
cab_zone_19,21291032,Punggol,1.405364,103.910046,960,240,Moove Dynamic Cab,cab_zone_19,Dynamic Cab - Zone 19,Waterway East,North-East Region,Moove Media SG,Transit > Taxi & Rideshare Top,,15,5,15,All / Universal,SG Breakdown B2,NA,NA,NA,960 x 240,NA,NA,NA,NA
cab_zone_29,21291041,Bishan,1.354955,103.840436,960,240,Moove Dynamic Cab,cab_zone_29,Dynamic Cab - Zone 29,Upper Thomson,Central Region,Moove Media SG,Transit > Taxi & Rideshare Top,,15,5,15,All / Universal,SG Breakdown B2,NA,NA,NA,960 x 240,NA,NA,NA,NA
cab_zone_49,21291061,Sengkang,1.391279,103.887708,960,240,Moove Dynamic Cab,cab_zone_49,Dynamic Cab - Zone 49,Anchorvale,North-East Region,Moove Media SG,Transit > Taxi & Rideshare Top,,15,5,15,All / Universal,SG Breakdown B2,NA,NA,NA,960 x 240,NA,NA,NA,NA
SA_BST_A_TF_76051,21325522,SA_BST_A_TF_76051_Tampines Ave 5_Our Tampines Hub,1.35313,103.94126,2160,3840,Bus Shelters,SA_BST_76051_A,SA_BST_76051_A,Tampines West,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,English,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_67401,21325529,SA_BST_A_TF_67401_Sengkang East Way_Opp Sengkang Stn/Blk 260A,1.39294,103.89531,2160,3840,Bus Shelters,SA_BST_67401_A,SA_BST_67401_A,Sengkang Town Centre,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_75239,21325533,SA_BST_A_TF_75239_Tampines Ave 1_Temasek Poly,1.34675,103.93257,2160,3840,Bus Shelters,SA_BST_75239_A,SA_BST_75239_A,Tampines West,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_53239,21325538,SA_BST_C_TF_53239_Bishan Rd_Opp Bishan Stn,1.351,103.84764,2160,3840,Bus Shelters,SA_BST_53239_C,SA_BST_53239_C,Marymount,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_84029,21325576,"SA_BST_A_TF_84029_New Upper Changi Rd_Opp Blk 32, New Upp Changi Rd",1.32295,103.92517,2160,3840,Bus Shelters,SA_BST_84029_A,SA_BST_84029_A,Frankel,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_75051,21325578,SA_BST_A_TF_75051_Tampines Ave 1_Tampines West Stn Exit B,1.34503,103.94007,2160,3840,Bus Shelters,SA_BST_75051_A,SA_BST_75051_A,Tampines West,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76249,21325579,"SA_BST_A_TF_76249_Tampines Ave 7_Blk 370, Tampines Ave 7",1.35834,103.9595,2160,3840,Bus Shelters,SA_BST_76249_A,SA_BST_76249_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76239,21325580,"SA_BST_A_TF_76239_Tampines Ave 7_Blk 390, Tampines Ave 7",1.35649,103.95755,2160,3840,Bus Shelters,SA_BST_76239_A,SA_BST_76239_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_76059,21325581,SA_BST_C_TF_76059_Tampines Ave 5_Opp Our Tampines Hub,1.35298,103.94167,2160,3840,Bus Shelters,SA_BST_76059_C,SA_BST_76059_C,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76199,21325582,"SA_BST_A_TF_76199_Tampines Ave 7_Blk 503, Tampines Ave 7",1.3566,103.94535,2160,3840,Bus Shelters,SA_BST_76199_A,SA_BST_76199_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76109,21325583,"SA_BST_A_TF_76109_Tampines Ave 2_Blk 302, Tampines Ave 2",1.35298,103.95507,2160,3840,Bus Shelters,SA_BST_76109_A,SA_BST_76109_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_54371,21325601,"SA_BST_A_TF_54371_Ang Mo Kio Ave 10_Blk 409 Mkt/Fc, Ang Mo Kio Ave 10",1.36238,103.85568,2160,3840,Bus Shelters,SA_BST_54371_A,SA_BST_54371_A,Chong Boon,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76221,21325618,SA_BST_A_TF_76221_Tampines Ave 7_Tampines East Stn Exit A,1.35638,103.95393,2160,3840,Bus Shelters,SA_BST_76221_A,SA_BST_76221_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C-Parallel_TF_76351,21325619,SA_BST_C-Parallel_TF_76351_Tampines Ave 9_Blk 484,1.36213,103.95309,2160,3840,Bus Shelters,SA_BST_76351_C-Parallel,SA_BST_76351_C-Parallel,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_65331,21325624,"SA_BST_A_TF_65331_Punggol Field_Opp Blk 268d, Punggol Field",1.40275,103.89847,2160,3840,Bus Shelters,SA_BST_65331_A,SA_BST_65331_A,Matilda,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
