Venue Info,Venue type,Media owner,Screen ID,Unit ID,Screen name,Screen latitude,Screen longitude,Screen width (px),Screen height (px),Physical screen count,Dimensions (W x H),Aspect ratio,Orientation,Site name,Site location (city),Site region (state),Spot length,Allowed languages,Allow Image,Allow Video,Zip code,Country
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SHWDPC001B,SHWDPC001B,SHWDPC001B,22.28637,114.152763,1080,1920,1,1080x1920,09:16,,Sheung Wan_SHWDPC001B,Sheung Wan,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SHWDPC002A,SHWDPC002A,SHWDPC002A,22.28637,114.152763,1080,1920,1,1080x1920,09:16,,Sheung Wan_SHWDPC002A,Sheung Wan,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SHWDPC002B,SHWDPC002B,SHWDPC002B,22.28637,114.152763,1080,1920,1,1080x1920,09:16,,Sheung Wan_SHWDPC002B,Sheung Wan,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SHWDPC003A,SHWDPC003A,SHWDPC003A,22.28637,114.152763,1080,1920,1,1080x1920,09:16,,Sheung Wan_SHWDPC003A,Sheung Wan,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SHWDPC003B,SHWDPC003B,SHWDPC003B,22.28637,114.152763,1080,1920,1,1080x1920,09:16,,Sheung Wan_SHWDPC003B,Sheung Wan,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SHWDPC004A,SHWDPC004A,SHWDPC004A,22.28637,114.152763,1080,1920,1,1080x1920,09:16,,Sheung Wan_SHWDPC004A,Sheung Wan,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SHWDPC004B,SHWDPC004B,SHWDPC004B,22.28637,114.152763,1080,1920,1,1080x1920,09:16,,Sheung Wan_SHWDPC004B,Sheung Wan,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC001A,CENDPC001A,CENDPC001A,22.284679,114.158159,1080,1920,1,1080x1920,09:16,,Central_CENDPC001A,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC001B,CENDPC001B,CENDPC001B,22.284679,114.158159,1080,1920,1,1080x1920,09:16,,Central_CENDPC001B,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC005A,CENDPC005A,CENDPC005A,22.282687,114.157473,1080,1920,1,1080x1920,09:16,,Central_CENDPC005A,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC005B,CENDPC005B,CENDPC005B,22.282687,114.157473,1080,1920,1,1080x1920,09:16,,Central_CENDPC005B,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC006A,CENDPC006A,CENDPC006A,22.282725,114.15757,1080,1920,1,1080x1920,09:16,,Central_CENDPC006A,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC006B,CENDPC006B,CENDPC006B,22.282725,114.15757,1080,1920,1,1080x1920,09:16,,Central_CENDPC006B,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC007A,CENDPC007A,CENDPC007A,22.282619,114.157836,1080,1920,1,1080x1920,09:16,,Central_CENDPC007A,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC007B,CENDPC007B,CENDPC007B,22.282619,114.157836,1080,1920,1,1080x1920,09:16,,Central_CENDPC007B,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC008A,CENDPC008A,CENDPC008A,22.282677,114.157857,1080,1920,1,1080x1920,09:16,,Central_CENDPC008A,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC008B,CENDPC008B,CENDPC008B,22.282677,114.157857,1080,1920,1,1080x1920,09:16,,Central_CENDPC008B,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC009A,CENDPC009A,CENDPC009A,22.281848,114.158609,1080,1920,1,1080x1920,09:16,,Central_CENDPC009A,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CENDPC009B,CENDPC009B,CENDPC009B,22.281848,114.158609,1080,1920,1,1080x1920,09:16,,Central_CENDPC009B,Central,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC001A,ADMDPC001A,ADMDPC001A,22.279386,114.165203,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC001A,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC001B,ADMDPC001B,ADMDPC001B,22.279386,114.165203,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC001B,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC002A,ADMDPC002A,ADMDPC002A,22.278849,114.164899,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC002A,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC002B,ADMDPC002B,ADMDPC002B,22.278849,114.164899,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC002B,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC003A,ADMDPC003A,ADMDPC003A,22.27834,114.165556,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC003A,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC003B,ADMDPC003B,ADMDPC003B,22.27834,114.165556,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC003B,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC004A,ADMDPC004A,ADMDPC004A,22.278709,114.165639,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC004A,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC004B,ADMDPC004B,ADMDPC004B,22.278709,114.165639,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC004B,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC005A,ADMDPC005A,ADMDPC005A,22.278861,114.164936,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC005A,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC005B,ADMDPC005B,ADMDPC005B,22.278861,114.164936,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC005B,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC006A,ADMDPC006A,ADMDPC006A,22.279367,114.16459,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC006A,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC006B,ADMDPC006B,ADMDPC006B,22.279367,114.16459,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC006B,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC007A,ADMDPC007A,ADMDPC007A,22.279238,114.164547,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC007A,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC007B,ADMDPC007B,ADMDPC007B,22.279238,114.164547,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC007B,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC008A,ADMDPC008A,ADMDPC008A,22.279389,114.164327,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC008A,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,ADMDPC008B,ADMDPC008B,ADMDPC008B,22.279389,114.164327,1080,1920,1,1080x1920,09:16,,Admiralty_ADMDPC008B,Admiralty,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC001A,WACDPC001A,WACDPC001A,22.27757,114.173216,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC001A,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC001B,WACDPC001B,WACDPC001B,22.27757,114.173216,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC001B,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC002A,WACDPC002A,WACDPC002A,22.277545,114.17342,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC002A,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC002B,WACDPC002B,WACDPC002B,22.277545,114.17342,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC002B,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC003A,WACDPC003A,WACDPC003A,22.278004,114.172821,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC003A,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC003B,WACDPC003B,WACDPC003B,22.278004,114.172821,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC003B,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC004A,WACDPC004A,WACDPC004A,22.278083,114.173282,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC004A,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC004B,WACDPC004B,WACDPC004B,22.278083,114.173282,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC004B,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC005A,WACDPC005A,WACDPC005A,22.277386,114.173322,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC005A,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC005B,WACDPC005B,WACDPC005B,22.277386,114.173322,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC005B,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC006A,WACDPC006A,WACDPC006A,22.27734,114.173277,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC006A,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC006B,WACDPC006B,WACDPC006B,22.27734,114.173277,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC006B,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC007A,WACDPC007A,WACDPC007A,22.277241,114.173294,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC007A,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WACDPC007B,WACDPC007B,WACDPC007B,22.277241,114.173294,1080,1920,1,1080x1920,09:16,,Wan Chai_WACDPC007B,Wan Chai,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC001A,CABDPC001A,CABDPC001A,22.280394,114.182844,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC001A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC001B,CABDPC001B,CABDPC001B,22.280394,114.182844,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC001B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC002A,CABDPC002A,CABDPC002A,22.2802,114.182865,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC002A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC002B,CABDPC002B,CABDPC002B,22.2802,114.182865,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC002B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC003A,CABDPC003A,CABDPC003A,22.280019,114.183935,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC003A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC003B,CABDPC003B,CABDPC003B,22.280019,114.183935,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC003B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC004A,CABDPC004A,CABDPC004A,22.280277,114.184058,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC004A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC004B,CABDPC004B,CABDPC004B,22.280277,114.184058,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC004B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC005A,CABDPC005A,CABDPC005A,22.28028,114.185109,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC005A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC005B,CABDPC005B,CABDPC005B,22.28028,114.185109,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC005B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC006A,CABDPC006A,CABDPC006A,22.280516,114.18483,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC006A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC006B,CABDPC006B,CABDPC006B,22.280516,114.18483,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC006B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC007A,CABDPC007A,CABDPC007A,22.280324,114.185043,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC007A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC007B,CABDPC007B,CABDPC007B,22.280324,114.185043,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC007B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC008A,CABDPC008A,CABDPC008A,22.280325,114.185225,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC008A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC008B,CABDPC008B,CABDPC008B,22.280325,114.185225,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC008B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC009A,CABDPC009A,CABDPC009A,22.280325,114.184294,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC009A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC009B,CABDPC009B,CABDPC009B,22.280325,114.184294,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC009B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC010A,CABDPC010A,CABDPC010A,22.280348,114.184589,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC010A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC010B,CABDPC010B,CABDPC010B,22.280348,114.184589,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC010B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC011A,CABDPC011A,CABDPC011A,22.280354,114.182684,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC011A,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,CABDPC011B,CABDPC011B,CABDPC011B,22.280354,114.182684,1080,1920,1,1080x1920,09:16,,Causeway Bay_CABDPC011B,Causeway Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,NOPDPC001A,NOPDPC001A,NOPDPC001A,22.291217,114.200414,1080,1920,1,1080x1920,09:16,,North Point_NOPDPC001A,North Point,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,NOPDPC001B,NOPDPC001B,NOPDPC001B,22.291217,114.200414,1080,1920,1,1080x1920,09:16,,North Point_NOPDPC001B,North Point,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,NOPDPC002A,NOPDPC002A,NOPDPC002A,22.290927,114.20059,1080,1920,1,1080x1920,09:16,,North Point_NOPDPC002A,North Point,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,NOPDPC002B,NOPDPC002B,NOPDPC002B,22.290927,114.20059,1080,1920,1,1080x1920,09:16,,North Point_NOPDPC002B,North Point,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,QUBDPC001A,QUBDPC001A,QUBDPC001A,22.290457,114.207929,1080,1920,1,1080x1920,09:16,,Quarry Bay_QUBDPC001A,Quarry Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,QUBDPC001B,QUBDPC001B,QUBDPC001B,22.290457,114.207929,1080,1920,1,1080x1920,09:16,,Quarry Bay_QUBDPC001B,Quarry Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,QUBDPC002A,QUBDPC002A,QUBDPC002A,22.287865,114.209718,1080,1920,1,1080x1920,09:16,,Quarry Bay_QUBDPC002A,Quarry Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,QUBDPC002B,QUBDPC002B,QUBDPC002B,22.287865,114.209718,1080,1920,1,1080x1920,09:16,,Quarry Bay_QUBDPC002B,Quarry Bay,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,TAKDPC001A,TAKDPC001A,TAKDPC001A,22.28477,114.215544,1080,1920,1,1080x1920,09:16,,Tai Koo_TAKDPC001A,Tai Koo,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,TAKDPC001B,TAKDPC001B,TAKDPC001B,22.28477,114.215545,1080,1920,1,1080x1920,09:16,,Tai Koo_TAKDPC001B,Tai Koo,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,TAKDPC002A,TAKDPC002A,TAKDPC002A,22.284639,114.215742,1080,1920,1,1080x1920,09:16,,Tai Koo_TAKDPC002A,Tai Koo,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,TAKDPC002B,TAKDPC002B,TAKDPC002B,22.284639,114.215743,1080,1920,1,1080x1920,09:16,,Tai Koo_TAKDPC002B,Tai Koo,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,TAKDPC003A,TAKDPC003A,TAKDPC003A,22.284585,114.215903,1080,1920,1,1080x1920,09:16,,Tai Koo_TAKDPC003A,Tai Koo,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,TAKDPC003B,TAKDPC003B,TAKDPC003B,22.284585,114.215903,1080,1920,1,1080x1920,09:16,,Tai Koo_TAKDPC003B,Tai Koo,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,TAKDPC004A,TAKDPC004A,TAKDPC004A,22.284621,114.21603,1080,1920,1,1080x1920,09:16,,Tai Koo_TAKDPC004A,Tai Koo,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,TAKDPC004B,TAKDPC004B,TAKDPC004B,22.284621,114.21603,1080,1920,1,1080x1920,09:16,,Tai Koo_TAKDPC004B,Tai Koo,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,OCPDPC001A,OCPDPC001A,OCPDPC001A,22.248794,114.17451,1080,1920,1,1080x1920,09:16,,Ocean Park_OCPDPC001A,Ocean Park,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,OCPDPC001B,OCPDPC001B,OCPDPC001B,22.248794,114.17451,1080,1920,1,1080x1920,09:16,,Ocean Park_OCPDPC001B,Ocean Park,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,OCPDPC002A,OCPDPC002A,OCPDPC002A,22.248794,114.17451,1080,1920,1,1080x1920,09:16,,Ocean Park_OCPDPC002A,Ocean Park,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,OCPDPC002B,OCPDPC002B,OCPDPC002B,22.248794,114.17451,1080,1920,1,1080x1920,09:16,,Ocean Park_OCPDPC002B,Ocean Park,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WCHDPC001A,WCHDPC001A,WCHDPC001A,22.248002,114.168057,1080,1920,1,1080x1920,09:16,,Wong Chuk Hang_WCHDPC001A,Wong Chuk Hang,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WCHDPC001B,WCHDPC001B,WCHDPC001B,22.248002,114.168057,1080,1920,1,1080x1920,09:16,,Wong Chuk Hang_WCHDPC001B,Wong Chuk Hang,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WCHDPC002A,WCHDPC002A,WCHDPC002A,22.248002,114.168057,1080,1920,1,1080x1920,09:16,,Wong Chuk Hang_WCHDPC002A,Wong Chuk Hang,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
